"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_lbs","reps","distance_miles","duration_seconds","rpe"
"Leg","19 Jan 2026, 08:30","19 Jan 2026, 10:25","","Running",,"",0,"normal",,,0.53,540,
"Leg","19 Jan 2026, 08:30","19 Jan 2026, 10:25","","Stretching",,"",0,"normal",,,,300,
"Leg","19 Jan 2026, 08:30","19 Jan 2026, 10:25","","Squat (Barbell)",,"",0,"warmup",,5,,,
"Leg","19 Jan 2026, 08:30","19 Jan 2026, 10:25","","Squat (Barbell)",,"",1,"warmup",165,3,,,
"Leg","19 Jan 2026, 08:30","19 Jan 2026, 10:25","","Squat (Barbell)",,"",2,"normal",225,3,,,
"Leg","19 Jan 2026, 08:30","19 Jan 2026, 10:25","","Squat (Barbell)",,"",3,"normal",250,3,,,
"Leg","19 Jan 2026, 08:30","19 Jan 2026, 10:25","","Squat (Barbell)",,"",4,"normal",260,3,,,
"Leg","19 Jan 2026, 08:30","19 Jan 2026, 10:25","","Pullover (Dumbbell)",,"",0,"normal",35,12,,,
"Leg","19 Jan 2026, 08:30","19 Jan 2026, 10:25","","Pullover (Dumbbell)",,"",1,"normal",35,12,,,
"Leg","19 Jan 2026, 08:30","19 Jan 2026, 10:25","","Pullover (Dumbbell)",,"",2,"normal",35,10,,,
"Leg","19 Jan 2026, 08:30","19 Jan 2026, 10:25","","Calf Press (Machine)",,"Single leg",0,"normal",230,24,,,
"Leg","19 Jan 2026, 08:30","19 Jan 2026, 10:25","","Calf Press (Machine)",,"Single leg",1,"normal",230,22,,,
"Leg","19 Jan 2026, 08:30","19 Jan 2026, 10:25","","Calf Press (Machine)",,"Single leg",2,"normal",230,22,,,
"Leg","19 Jan 2026, 08:30","19 Jan 2026, 10:25","","Leg Extension (Machine)",,"Single Leg",0,"normal",70,12,,,
"Leg","19 Jan 2026, 08:30","19 Jan 2026, 10:25","","Leg Extension (Machine)",,"Single Leg",1,"normal",70,12,,,
"Leg","19 Jan 2026, 08:30","19 Jan 2026, 10:25","","Leg Extension (Machine)",,"Single Leg",2,"normal",70,12,,,
"Leg","19 Jan 2026, 08:30","19 Jan 2026, 10:25","","Lying Leg Curl (Machine)",,"Single leg",0,"normal",30,12,,,
"Leg","19 Jan 2026, 08:30","19 Jan 2026, 10:25","","Lying Leg Curl (Machine)",,"Single leg",1,"normal",30,10,,,
"Leg","19 Jan 2026, 08:30","19 Jan 2026, 10:25","","Lying Leg Curl (Machine)",,"Single leg",2,"normal",30,12,,,
"Not bad","15 Jan 2026, 07:38","15 Jan 2026, 08:47","","Running",,"",0,"normal",,,0.53,540,
"Not bad","15 Jan 2026, 07:38","15 Jan 2026, 08:47","","Deadlift (Barbell)",,"",0,"warmup",185,3,,,
"Not bad","15 Jan 2026, 07:38","15 Jan 2026, 08:47","","Deadlift (Barbell)",,"",1,"warmup",275,3,,,
"Not bad","15 Jan 2026, 07:38","15 Jan 2026, 08:47","","Deadlift (Barbell)",,"",2,"normal",325,2,,,
"Not bad","15 Jan 2026, 07:38","15 Jan 2026, 08:47","","Deadlift (Barbell)",,"",3,"normal",325,3,,,
"Not bad","15 Jan 2026, 07:38","15 Jan 2026, 08:47","","Deadlift (Barbell)",,"",4,"normal",325,2,,,
"Not bad","15 Jan 2026, 07:38","15 Jan 2026, 08:47","","Behind the Back Curl (Cable)",,"",0,"normal",45,12,,,
"Not bad","15 Jan 2026, 07:38","15 Jan 2026, 08:47","","Behind the Back Curl (Cable)",,"",1,"normal",50,12,,,
"Not bad","15 Jan 2026, 07:38","15 Jan 2026, 08:47","","Behind the Back Curl (Cable)",,"",2,"failure",50,8,,,
"Not bad","15 Jan 2026, 07:38","15 Jan 2026, 08:47","","Single Arm Triceps Pushdown (Cable)",,"",0,"normal",40,16,,,
"Not bad","15 Jan 2026, 07:38","15 Jan 2026, 08:47","","Single Arm Triceps Pushdown (Cable)",,"",1,"normal",45,16,,,
"Not bad","15 Jan 2026, 07:38","15 Jan 2026, 08:47","","Single Arm Triceps Pushdown (Cable)",,"",2,"failure",45,8,,,
"Chest","13 Jan 2026, 07:48","13 Jan 2026, 08:52","","Running",,"",0,"normal",,,0.5,420,
"Chest","13 Jan 2026, 07:48","13 Jan 2026, 08:52","","Warm Up",,"",0,"normal",,,,360,
"Chest","13 Jan 2026, 07:48","13 Jan 2026, 08:52","","Bench Press (Barbell)",,"",0,"warmup",135,3,,,
"Chest","13 Jan 2026, 07:48","13 Jan 2026, 08:52","","Bench Press (Barbell)",,"",1,"normal",165,3,,,
"Chest","13 Jan 2026, 07:48","13 Jan 2026, 08:52","","Bench Press (Barbell)",,"",2,"normal",170,2,,,
"Chest","13 Jan 2026, 07:48","13 Jan 2026, 08:52","","Bench Press (Barbell)",,"",3,"normal",170,3,,,
"Chest","13 Jan 2026, 07:48","13 Jan 2026, 08:52","","Shrug (Barbell)",0,"",0,"normal",185,14,,,
"Chest","13 Jan 2026, 07:48","13 Jan 2026, 08:52","","Shrug (Barbell)",0,"",1,"normal",185,14,,,
"Chest","13 Jan 2026, 07:48","13 Jan 2026, 08:52","","Shrug (Barbell)",0,"",2,"failure",185,12,,,
"Chest","13 Jan 2026, 07:48","13 Jan 2026, 08:52","","Lateral Raise (Dumbbell)",0,"",0,"normal",12.5,14,,,
"Chest","13 Jan 2026, 07:48","13 Jan 2026, 08:52","","Lateral Raise (Dumbbell)",0,"",1,"normal",12.5,12,,,
"Chest","13 Jan 2026, 07:48","13 Jan 2026, 08:52","","Lateral Raise (Dumbbell)",0,"",2,"failure",12.5,8,,,
"Chest","13 Jan 2026, 07:48","13 Jan 2026, 08:52","","Chest Dip (Assisted)",,"",0,"normal",150,12,,,
"Chest","13 Jan 2026, 07:48","13 Jan 2026, 08:52","","Chest Dip (Assisted)",,"",1,"normal",170,12,,,
"Chest","13 Jan 2026, 07:48","13 Jan 2026, 08:52","","Chest Dip (Assisted)",,"",2,"failure",70,12,,,
"Chest","13 Jan 2026, 07:48","13 Jan 2026, 08:52","","Single Arm Lat Pulldown",,"",0,"normal",80,12,,,
"Chest","13 Jan 2026, 07:48","13 Jan 2026, 08:52","","Single Arm Lat Pulldown",,"",1,"normal",100,11,,,
"Chest","13 Jan 2026, 07:48","13 Jan 2026, 08:52","","Single Arm Lat Pulldown",,"",2,"failure",100,24,,,
"Legs Mostly","3 Jan 2026, 16:12","3 Jan 2026, 16:55","","Warm Up",,"",0,"normal",,,,51,
"Legs Mostly","3 Jan 2026, 16:12","3 Jan 2026, 16:55","","Squat (Barbell)",,"",0,"warmup",115,3,,,
"Legs Mostly","3 Jan 2026, 16:12","3 Jan 2026, 16:55","","Squat (Barbell)",,"",1,"warmup",155,3,,,
"Legs Mostly","3 Jan 2026, 16:12","3 Jan 2026, 16:55","","Squat (Barbell)",,"",2,"warmup",225,3,,,
"Legs Mostly","3 Jan 2026, 16:12","3 Jan 2026, 16:55","","Squat (Barbell)",,"",3,"normal",245,3,,,
"Legs Mostly","3 Jan 2026, 16:12","3 Jan 2026, 16:55","","Squat (Barbell)",,"",4,"normal",245,3,,,
"Legs Mostly","3 Jan 2026, 16:12","3 Jan 2026, 16:55","","Squat (Barbell)",,"",5,"normal",245,3,,,
"Legs Mostly","3 Jan 2026, 16:12","3 Jan 2026, 16:55","","Calf Press (Machine)",,"",0,"normal",135,24,,,
"Legs Mostly","3 Jan 2026, 16:12","3 Jan 2026, 16:55","","Calf Press (Machine)",,"",1,"normal",145,32,,,
"Legs Mostly","3 Jan 2026, 16:12","3 Jan 2026, 16:55","","Calf Press (Machine)",,"",2,"normal",145,30,,,
"Legs Mostly","3 Jan 2026, 16:12","3 Jan 2026, 16:55","","Leg Extension (Machine)",,"",0,"normal",65,14,,,
"Legs Mostly","3 Jan 2026, 16:12","3 Jan 2026, 16:55","","Leg Extension (Machine)",,"",1,"normal",65,11,,,
"Legs Mostly","3 Jan 2026, 16:12","3 Jan 2026, 16:55","","Leg Extension (Machine)",,"",2,"normal",60,12,,,
"Back","29 Dec 2025, 16:03","29 Dec 2025, 17:12","","Deadlift (Barbell)",,"",0,"warmup",135,3,,,
"Back","29 Dec 2025, 16:03","29 Dec 2025, 17:12","","Deadlift (Barbell)",,"",1,"warmup",185,3,,,
"Back","29 Dec 2025, 16:03","29 Dec 2025, 17:12","","Deadlift (Barbell)",,"",2,"normal",305,3,,,
"Back","29 Dec 2025, 16:03","29 Dec 2025, 17:12","","Deadlift (Barbell)",,"",3,"normal",325,3,,,
"Back","29 Dec 2025, 16:03","29 Dec 2025, 17:12","","Deadlift (Barbell)",,"",4,"normal",325,3,,,
"Back","29 Dec 2025, 16:03","29 Dec 2025, 17:12","","Seated Cable Row - V Grip (Cable)",,"Single arm",0,"normal",30,14,,,
"Back","29 Dec 2025, 16:03","29 Dec 2025, 17:12","","Seated Cable Row - V Grip (Cable)",,"Single arm",1,"failure",30,13,,,
"Back","29 Dec 2025, 16:03","29 Dec 2025, 17:12","","Seated Cable Row - V Grip (Cable)",,"Single arm",2,"failure",30,13,,,
"Back","29 Dec 2025, 16:03","29 Dec 2025, 17:12","","Bicep Pulldown - Single Arm",,"",0,"normal",25,24,,,
"Back","29 Dec 2025, 16:03","29 Dec 2025, 17:12","","Bicep Pulldown - Single Arm",,"",1,"normal",30,24,,,
"Back","29 Dec 2025, 16:03","29 Dec 2025, 17:12","","Bicep Pulldown - Single Arm",,"",2,"normal",30,25,,,
"Back","29 Dec 2025, 16:03","29 Dec 2025, 17:12","","Bicep Pulldown - Single Arm",,"",3,"normal",17.5,20,,,
"Back","29 Dec 2025, 16:03","29 Dec 2025, 17:12","","External Rotation",,"",0,"normal",15,10,,,
"Back","29 Dec 2025, 16:03","29 Dec 2025, 17:12","","External Rotation",,"",1,"normal",15,10,,,
"Back","29 Dec 2025, 16:03","29 Dec 2025, 17:12","","External Rotation",,"",2,"normal",15,10,,,
"Back","29 Dec 2025, 16:03","29 Dec 2025, 17:12","","Internal Rotation",,"",0,"normal",10,10,,,
"Back","29 Dec 2025, 16:03","29 Dec 2025, 17:12","","Internal Rotation",,"",1,"normal",10,10,,,
"Back","29 Dec 2025, 16:03","29 Dec 2025, 17:12","","Internal Rotation",,"",2,"normal",15,10,,,
"Upper again","27 Dec 2025, 10:22","27 Dec 2025, 11:40","","Rowing Machine",,"",0,"normal",,,1,420,
"Upper again","27 Dec 2025, 10:22","27 Dec 2025, 11:40","","Bench Press (Dumbbell)",,"",0,"warmup",30,5,,,
"Upper again","27 Dec 2025, 10:22","27 Dec 2025, 11:40","","Bench Press (Dumbbell)",,"",1,"warmup",45,5,,,
"Upper again","27 Dec 2025, 10:22","27 Dec 2025, 11:40","","Bench Press (Dumbbell)",,"",2,"normal",60,4,,,
"Upper again","27 Dec 2025, 10:22","27 Dec 2025, 11:40","","Bench Press (Dumbbell)",,"",3,"normal",65,4,,,
"Upper again","27 Dec 2025, 10:22","27 Dec 2025, 11:40","","Bench Press (Dumbbell)",,"",4,"normal",65,4,,,
"Upper again","27 Dec 2025, 10:22","27 Dec 2025, 11:40","","Single Arm Lateral Raise (Cable)",0,"",0,"normal",15,16,,,
"Upper again","27 Dec 2025, 10:22","27 Dec 2025, 11:40","","Single Arm Lateral Raise (Cable)",0,"",1,"normal",15,14,,,
"Upper again","27 Dec 2025, 10:22","27 Dec 2025, 11:40","","Single Arm Lateral Raise (Cable)",0,"",2,"failure",15,16,,,
"Upper again","27 Dec 2025, 10:22","27 Dec 2025, 11:40","","Cable Fly Crossovers",0,"",0,"normal",30,16,,,
"Upper again","27 Dec 2025, 10:22","27 Dec 2025, 11:40","","Cable Fly Crossovers",0,"",1,"normal",35,13,,,
"Upper again","27 Dec 2025, 10:22","27 Dec 2025, 11:40","","Cable Fly Crossovers",0,"",2,"failure",35,12,,,
"Upper again","27 Dec 2025, 10:22","27 Dec 2025, 11:40","","Behind the Back Curl (Cable)",,"",0,"normal",45,12,,,
"Upper again","27 Dec 2025, 10:22","27 Dec 2025, 11:40","","Behind the Back Curl (Cable)",,"",1,"normal",50,12,,,
"Upper again","27 Dec 2025, 10:22","27 Dec 2025, 11:40","","Behind the Back Curl (Cable)",,"",2,"failure",50,8,,,
"Upper again","27 Dec 2025, 10:22","27 Dec 2025, 11:40","","Shrug (Smith Machine)",1,"",0,"warmup",135,16,,,
"Upper again","27 Dec 2025, 10:22","27 Dec 2025, 11:40","","Shrug (Smith Machine)",1,"",1,"normal",185,14,,,
"Upper again","27 Dec 2025, 10:22","27 Dec 2025, 11:40","","Shrug (Smith Machine)",1,"",2,"normal",185,12,,,
"Upper again","27 Dec 2025, 10:22","27 Dec 2025, 11:40","","Upright Row (Barbell)",1,"",0,"normal",95,14,,,
"Upper again","27 Dec 2025, 10:22","27 Dec 2025, 11:40","","Upright Row (Barbell)",1,"",1,"normal",95,12,,,
"Upper again","27 Dec 2025, 10:22","27 Dec 2025, 11:40","","Upright Row (Barbell)",1,"",2,"normal",50,12,,,
"Upper again","27 Dec 2025, 10:22","27 Dec 2025, 11:40","","Elliptical Trainer",,"",0,"normal",,,0.6,650,
"Back","22 Dec 2025, 15:21","22 Dec 2025, 16:04","","Deadlift (Barbell)",,"",0,"warmup",135,3,,,
"Back","22 Dec 2025, 15:21","22 Dec 2025, 16:04","","Deadlift (Barbell)",,"",1,"warmup",185,3,,,
"Back","22 Dec 2025, 15:21","22 Dec 2025, 16:04","","Deadlift (Barbell)",,"",2,"normal",235,3,,,
"Back","22 Dec 2025, 15:21","22 Dec 2025, 16:04","","Deadlift (Barbell)",,"",3,"normal",285,3,,,
"Back","22 Dec 2025, 15:21","22 Dec 2025, 16:04","","Deadlift (Barbell)",,"",4,"normal",305,3,,,
"Back","22 Dec 2025, 15:21","22 Dec 2025, 16:04","","Bent Over Row (Barbell)",,"",0,"normal",165,14,,,
"Back","22 Dec 2025, 15:21","22 Dec 2025, 16:04","","Bent Over Row (Barbell)",,"",1,"normal",165,12,,,
"Back","22 Dec 2025, 15:21","22 Dec 2025, 16:04","","Bent Over Row (Barbell)",,"",2,"normal",165,11,,,
"Back","22 Dec 2025, 15:21","22 Dec 2025, 16:04","","Seated Cable Row - V Grip (Cable)",0,"",0,"normal",120,12,,,
"Back","22 Dec 2025, 15:21","22 Dec 2025, 16:04","","Seated Cable Row - V Grip (Cable)",0,"",1,"failure",100,10,,,
"Back","22 Dec 2025, 15:21","22 Dec 2025, 16:04","","Seated Cable Row - V Grip (Cable)",0,"",2,"failure",95,12,,,
"Back","22 Dec 2025, 15:21","22 Dec 2025, 16:04","","Lat Pulldown - Close Grip (Cable)",0,"",0,"normal",100,12,,,
"Back","22 Dec 2025, 15:21","22 Dec 2025, 16:04","","Lat Pulldown - Close Grip (Cable)",0,"",1,"failure",95,6,,,
"Back","22 Dec 2025, 15:21","22 Dec 2025, 16:04","","Lat Pulldown - Close Grip (Cable)",0,"",2,"failure",95,5,,,
"Upper Big","18 Dec 2025, 15:22","18 Dec 2025, 16:27","","Warm Up",,"",0,"normal",,,,480,
"Upper Big","18 Dec 2025, 15:22","18 Dec 2025, 16:27","","Bench Press (Barbell)",,"",0,"warmup",135,5,,,
"Upper Big","18 Dec 2025, 15:22","18 Dec 2025, 16:27","","Bench Press (Barbell)",,"",1,"normal",165,3,,,
"Upper Big","18 Dec 2025, 15:22","18 Dec 2025, 16:27","","Bench Press (Barbell)",,"",2,"normal",165,3,,,
"Upper Big","18 Dec 2025, 15:22","18 Dec 2025, 16:27","","Bench Press (Barbell)",,"",3,"normal",165,3,,,
"Upper Big","18 Dec 2025, 15:22","18 Dec 2025, 16:27","","Crunch",,"",0,"normal",,50,,,
"Upper Big","18 Dec 2025, 15:22","18 Dec 2025, 16:27","","Crunch",,"",1,"normal",,50,,,
"Upper Big","18 Dec 2025, 15:22","18 Dec 2025, 16:27","","Crunch",,"",2,"normal",,50,,,
"Upper Big","18 Dec 2025, 15:22","18 Dec 2025, 16:27","","Cable Fly Crossovers",0,"",0,"normal",30,16,,,
"Upper Big","18 Dec 2025, 15:22","18 Dec 2025, 16:27","","Cable Fly Crossovers",0,"",1,"normal",35,13,,,
"Upper Big","18 Dec 2025, 15:22","18 Dec 2025, 16:27","","Cable Fly Crossovers",0,"",2,"failure",35,12,,,
"Upper Big","18 Dec 2025, 15:22","18 Dec 2025, 16:27","","Shrug (Barbell)",0,"",0,"normal",185,16,,,
"Upper Big","18 Dec 2025, 15:22","18 Dec 2025, 16:27","","Shrug (Barbell)",0,"",1,"normal",185,20,,,
"Upper Big","18 Dec 2025, 15:22","18 Dec 2025, 16:27","","Shrug (Barbell)",0,"",2,"failure",185,22,,,
"Upper Big","18 Dec 2025, 15:22","18 Dec 2025, 16:27","","Single Arm Triceps Pushdown (Cable)",1,"",0,"normal",40,16,,,
"Upper Big","18 Dec 2025, 15:22","18 Dec 2025, 16:27","","Single Arm Triceps Pushdown (Cable)",1,"",1,"normal",45,16,,,
"Upper Big","18 Dec 2025, 15:22","18 Dec 2025, 16:27","","Single Arm Triceps Pushdown (Cable)",1,"",2,"failure",50,14,,,
"Upper Big","18 Dec 2025, 15:22","18 Dec 2025, 16:27","","Seated Incline Curl (Dumbbell)",1,"",0,"normal",20,15,,,
"Upper Big","18 Dec 2025, 15:22","18 Dec 2025, 16:27","","Seated Incline Curl (Dumbbell)",1,"",1,"normal",20,12,,,
"Upper Big","18 Dec 2025, 15:22","18 Dec 2025, 16:27","","Seated Incline Curl (Dumbbell)",1,"",2,"failure",20,8,,,
"Yes sir","15 Dec 2025, 15:32","15 Dec 2025, 16:23","","Squat (Barbell)",,"",0,"warmup",95,5,,,
"Yes sir","15 Dec 2025, 15:32","15 Dec 2025, 16:23","","Squat (Barbell)",,"",1,"warmup",145,3,,,
"Yes sir","15 Dec 2025, 15:32","15 Dec 2025, 16:23","","Squat (Barbell)",,"",2,"normal",225,3,,,
"Yes sir","15 Dec 2025, 15:32","15 Dec 2025, 16:23","","Squat (Barbell)",,"",3,"normal",225,3,,,
"Yes sir","15 Dec 2025, 15:32","15 Dec 2025, 16:23","","Squat (Barbell)",,"",4,"normal",225,3,,,
"Yes sir","15 Dec 2025, 15:32","15 Dec 2025, 16:23","","Squat (Barbell)",,"",5,"normal",225,3,,,
"Yes sir","15 Dec 2025, 15:32","15 Dec 2025, 16:23","","Squat (Barbell)",,"",6,"normal",235,3,,,
"Yes sir","15 Dec 2025, 15:32","15 Dec 2025, 16:23","","Landmine 180",0,"",0,"normal",40,16,,,
"Yes sir","15 Dec 2025, 15:32","15 Dec 2025, 16:23","","Landmine 180",0,"",1,"normal",40,14,,,
"Yes sir","15 Dec 2025, 15:32","15 Dec 2025, 16:23","","Landmine 180",0,"",2,"normal",50,10,,,
"Yes sir","15 Dec 2025, 15:32","15 Dec 2025, 16:23","","Calf Press (Machine)",0,"",0,"normal",135,24,,,
"Yes sir","15 Dec 2025, 15:32","15 Dec 2025, 16:23","","Calf Press (Machine)",0,"",1,"normal",155,20,,,
"Yes sir","15 Dec 2025, 15:32","15 Dec 2025, 16:23","","Calf Press (Machine)",0,"",2,"normal",225,20,,,
"Fjeowbduejfbekdve","13 Dec 2025, 12:02","13 Dec 2025, 12:46","","Bench Press (Dumbbell)",,"",0,"warmup",20,5,,,
"Fjeowbduejfbekdve","13 Dec 2025, 12:02","13 Dec 2025, 12:46","","Bench Press (Dumbbell)",,"",1,"warmup",30,5,,,
"Fjeowbduejfbekdve","13 Dec 2025, 12:02","13 Dec 2025, 12:46","","Bench Press (Dumbbell)",,"",2,"warmup",40,5,,,
"Fjeowbduejfbekdve","13 Dec 2025, 12:02","13 Dec 2025, 12:46","","Bench Press (Dumbbell)",,"",3,"normal",55,3,,,
"Fjeowbduejfbekdve","13 Dec 2025, 12:02","13 Dec 2025, 12:46","","Bench Press (Dumbbell)",,"",4,"normal",60,3,,,
"Fjeowbduejfbekdve","13 Dec 2025, 12:02","13 Dec 2025, 12:46","","Bench Press (Dumbbell)",,"",5,"normal",60,3,,,
"Fjeowbduejfbekdve","13 Dec 2025, 12:02","13 Dec 2025, 12:46","","Bench Press (Dumbbell)",,"",6,"normal",60,4,,,
"Fjeowbduejfbekdve","13 Dec 2025, 12:02","13 Dec 2025, 12:46","","Bench Press (Dumbbell)",,"",7,"normal",65,3,,,
"Fjeowbduejfbekdve","13 Dec 2025, 12:02","13 Dec 2025, 12:46","","Cable Pull In",0,"",0,"normal",30,24,,,
"Fjeowbduejfbekdve","13 Dec 2025, 12:02","13 Dec 2025, 12:46","","Cable Pull In",0,"",1,"normal",35,28,,,
"Fjeowbduejfbekdve","13 Dec 2025, 12:02","13 Dec 2025, 12:46","","Cable Pull In",0,"",2,"normal",30,24,,,
"Fjeowbduejfbekdve","13 Dec 2025, 12:02","13 Dec 2025, 12:46","","Seated Cable Row - V Grip (Cable)",0,"",0,"normal",100,12,,,
"Fjeowbduejfbekdve","13 Dec 2025, 12:02","13 Dec 2025, 12:46","","Seated Cable Row - V Grip (Cable)",0,"",1,"normal",100,8,,,
"Fjeowbduejfbekdve","13 Dec 2025, 12:02","13 Dec 2025, 12:46","","Seated Cable Row - V Grip (Cable)",0,"",2,"failure",65,12,,,
"Up","11 Dec 2025, 15:20","11 Dec 2025, 15:50","","Bench Press (Barbell)",,"",0,"warmup",65,5,,,
"Up","11 Dec 2025, 15:20","11 Dec 2025, 15:50","","Bench Press (Barbell)",,"",1,"warmup",95,5,,,
"Up","11 Dec 2025, 15:20","11 Dec 2025, 15:50","","Bench Press (Barbell)",,"",2,"normal",155,3,,,
"Up","11 Dec 2025, 15:20","11 Dec 2025, 15:50","","Bench Press (Barbell)",,"",3,"normal",161,3,,,
"Up","11 Dec 2025, 15:20","11 Dec 2025, 15:50","","Bench Press (Barbell)",,"",4,"normal",161,3,,,
"Up","11 Dec 2025, 15:20","11 Dec 2025, 15:50","","Bench Press (Barbell)",,"",5,"normal",161,2,,,
"Up","11 Dec 2025, 15:20","11 Dec 2025, 15:50","","Bench Press (Barbell)",,"",6,"normal",135,8,,,
"Up","11 Dec 2025, 15:20","11 Dec 2025, 15:50","","Cable Fly Crossovers",0,"",0,"normal",30,16,,,
"Up","11 Dec 2025, 15:20","11 Dec 2025, 15:50","","Cable Fly Crossovers",0,"",1,"normal",35,12,,,
"Up","11 Dec 2025, 15:20","11 Dec 2025, 15:50","","Cable Fly Crossovers",0,"",2,"failure",35,12,,,
"Up","11 Dec 2025, 15:20","11 Dec 2025, 15:50","","Bent Over Row (Barbell)",0,"",0,"normal",165,14,,,
"Up","11 Dec 2025, 15:20","11 Dec 2025, 15:50","","Bent Over Row (Barbell)",0,"",1,"normal",155,14,,,
"Up","11 Dec 2025, 15:20","11 Dec 2025, 15:50","","Bent Over Row (Barbell)",0,"",2,"normal",155,14,,,
"Meh","9 Dec 2025, 15:32","9 Dec 2025, 16:07","","Jefferson Curls",,"",0,"warmup",40,5,,,
"Meh","9 Dec 2025, 15:32","9 Dec 2025, 16:07","","Jefferson Curls",,"",1,"warmup",45,5,,,
"Meh","9 Dec 2025, 15:32","9 Dec 2025, 16:07","","Good Morning (Barbell)",,"",0,"warmup",45,10,,,
"Meh","9 Dec 2025, 15:32","9 Dec 2025, 16:07","","Good Morning (Barbell)",,"",1,"warmup",45,10,,,
"Meh","9 Dec 2025, 15:32","9 Dec 2025, 16:07","","Deadlift (Barbell)",,"",0,"warmup",205,3,,,
"Meh","9 Dec 2025, 15:32","9 Dec 2025, 16:07","","Deadlift (Barbell)",,"",1,"warmup",205,3,,,
"Meh","9 Dec 2025, 15:32","9 Dec 2025, 16:07","","Deadlift (Barbell)",,"",2,"warmup",205,3,,,
"Meh","9 Dec 2025, 15:32","9 Dec 2025, 16:07","","Deadlift (Barbell)",,"",3,"warmup",205,3,,,
"Meh","9 Dec 2025, 15:32","9 Dec 2025, 16:07","","Upright Row (Barbell)",,"",0,"normal",65,13,,,
"Meh","9 Dec 2025, 15:32","9 Dec 2025, 16:07","","Upright Row (Barbell)",,"",1,"normal",65,12,,,
"Meh","9 Dec 2025, 15:32","9 Dec 2025, 16:07","","Upright Row (Barbell)",,"",2,"normal",50,12,,,
"Meh","9 Dec 2025, 15:32","9 Dec 2025, 16:07","","Seated Cable Row - V Grip (Cable)",,"",0,"normal",90,10,,,
"Meh","9 Dec 2025, 15:32","9 Dec 2025, 16:07","","Seated Cable Row - V Grip (Cable)",,"",1,"normal",100,10,,,
"Meh","9 Dec 2025, 15:32","9 Dec 2025, 16:07","","Seated Cable Row - V Grip (Cable)",,"",2,"normal",100,10,,,
"Weekend kill","6 Dec 2025, 13:14","6 Dec 2025, 14:15","","Warm Up",,"",0,"normal",,,,120,
"Weekend kill","6 Dec 2025, 13:14","6 Dec 2025, 14:15","","Deadlift (Barbell)",,"",0,"warmup",95,5,,,
"Weekend kill","6 Dec 2025, 13:14","6 Dec 2025, 14:15","","Deadlift (Barbell)",,"",1,"warmup",135,5,,,
"Weekend kill","6 Dec 2025, 13:14","6 Dec 2025, 14:15","","Deadlift (Barbell)",,"",2,"warmup",185,5,,,
"Weekend kill","6 Dec 2025, 13:14","6 Dec 2025, 14:15","","Deadlift (Barbell)",,"",3,"normal",225,5,,,
"Weekend kill","6 Dec 2025, 13:14","6 Dec 2025, 14:15","","Deadlift (Barbell)",,"",4,"normal",275,5,,,
"Weekend kill","6 Dec 2025, 13:14","6 Dec 2025, 14:15","","Deadlift (Barbell)",,"",5,"normal",295,4,,,
"Weekend kill","6 Dec 2025, 13:14","6 Dec 2025, 14:15","","Deadlift (Barbell)",,"",6,"normal",315,3,,,
"Weekend kill","6 Dec 2025, 13:14","6 Dec 2025, 14:15","","Deadlift (Barbell)",,"",7,"normal",335,2,,,
"Weekend kill","6 Dec 2025, 13:14","6 Dec 2025, 14:15","","Shrug (Smith Machine)",0,"",0,"warmup",185,14,,,
"Weekend kill","6 Dec 2025, 13:14","6 Dec 2025, 14:15","","Shrug (Smith Machine)",0,"",1,"normal",185,16,,,
"Weekend kill","6 Dec 2025, 13:14","6 Dec 2025, 14:15","","Shrug (Smith Machine)",0,"",2,"normal",160,14,,,
"Weekend kill","6 Dec 2025, 13:14","6 Dec 2025, 14:15","","Single Arm Lat Pulldown",0,"",0,"normal",100,24,,,
"Weekend kill","6 Dec 2025, 13:14","6 Dec 2025, 14:15","","Single Arm Lat Pulldown",0,"",1,"normal",100,26,,,
"Weekend kill","6 Dec 2025, 13:14","6 Dec 2025, 14:15","","Single Arm Lat Pulldown",0,"",2,"normal",100,24,,,
"Weekend kill","6 Dec 2025, 13:14","6 Dec 2025, 14:15","","Seated Incline Curl (Dumbbell)",,"",0,"normal",20,12,,,
"Weekend kill","6 Dec 2025, 13:14","6 Dec 2025, 14:15","","Seated Incline Curl (Dumbbell)",,"",1,"normal",20,10,,,
"Weekend kill","6 Dec 2025, 13:14","6 Dec 2025, 14:15","","Seated Incline Curl (Dumbbell)",,"",2,"failure",20,8,,,
"Weekend kill","6 Dec 2025, 13:14","6 Dec 2025, 14:15","","Single Arm Triceps Pushdown (Cable)",,"",0,"normal",40,16,,,
"Weekend kill","6 Dec 2025, 13:14","6 Dec 2025, 14:15","","Single Arm Triceps Pushdown (Cable)",,"",1,"normal",50,14,,,
"Leg","4 Dec 2025, 07:48","4 Dec 2025, 08:17","","Treadmill",,"",0,"normal",,,1.1,240,
"Leg","4 Dec 2025, 07:48","4 Dec 2025, 08:17","","Warm Up",,"",0,"normal",,,,325,
"Leg","4 Dec 2025, 07:48","4 Dec 2025, 08:17","","Squat (Barbell)",,"",0,"warmup",95,6,,,
"Leg","4 Dec 2025, 07:48","4 Dec 2025, 08:17","","Squat (Barbell)",,"",1,"warmup",135,6,,,
"Leg","4 Dec 2025, 07:48","4 Dec 2025, 08:17","","Squat (Barbell)",,"",2,"normal",205,5,,,
