"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_lbs","reps","distance_miles","duration_seconds","rpe"
"Chest day fun day","15 Mar 2024, 15:16","15 Mar 2024, 17:00","","Incline Bench Press (Barbell)",,"",0,"normal",95,10,,,
"Chest day fun day","15 Mar 2024, 15:16","15 Mar 2024, 17:00","","Incline Bench Press (Barbell)",,"",1,"normal",100,12,,,
"Chest day fun day","15 Mar 2024, 15:16","15 Mar 2024, 17:00","","Incline Bench Press (Barbell)",,"",2,"normal",115,10,,,
"Chest day fun day","15 Mar 2024, 15:16","15 Mar 2024, 17:00","","Incline Bench Press (Barbell)",,"",3,"normal",115,10,,,
"Chest day fun day","15 Mar 2024, 15:16","15 Mar 2024, 17:00","","Chest Supported Incline Row (Dumbbell)",,"",0,"normal",35,12,,,
"Chest day fun day","15 Mar 2024, 15:16","15 Mar 2024, 17:00","","Chest Supported Incline Row (Dumbbell)",,"",1,"normal",45,10,,,
"Chest day fun day","15 Mar 2024, 15:16","15 Mar 2024, 17:00","","Chest Supported Incline Row (Dumbbell)",,"",2,"normal",45,10,,,
"Chest day fun day","15 Mar 2024, 15:16","15 Mar 2024, 17:00","","Chest Supported Incline Row (Dumbbell)",,"",3,"normal",45,12,,,
"Chest day fun day","15 Mar 2024, 15:16","15 Mar 2024, 17:00","","Chest Fly (Machine)",,"",0,"failure",100,16,,,
"Chest day fun day","15 Mar 2024, 15:16","15 Mar 2024, 17:00","","Chest Fly (Machine)",,"",1,"failure",90,10,,,
"Chest day fun day","15 Mar 2024, 15:16","15 Mar 2024, 17:00","","Chest Fly (Machine)",,"",2,"failure",70,16,,,
"Meh","13 Mar 2024, 15:16","13 Mar 2024, 16:26","","Elliptical Trainer",,"",0,"normal",,,0.12,180,
"Meh","13 Mar 2024, 15:16","13 Mar 2024, 16:26","","Hammer Curl (Dumbbell)",,"",0,"normal",35,10,,,
"Meh","13 Mar 2024, 15:16","13 Mar 2024, 16:26","","Hammer Curl (Dumbbell)",,"",1,"normal",35,10,,,
"Meh","13 Mar 2024, 15:16","13 Mar 2024, 16:26","","Hammer Curl (Dumbbell)",,"",2,"normal",35,8,,,
"Meh","13 Mar 2024, 15:16","13 Mar 2024, 16:26","","Hammer Curl (Dumbbell)",,"",3,"normal",35,8,,,
"Meh","13 Mar 2024, 15:16","13 Mar 2024, 16:26","","Around The World",,"",0,"normal",40,30,,,
"Meh","13 Mar 2024, 15:16","13 Mar 2024, 16:26","","Around The World",,"",1,"normal",40,35,,,
"Meh","13 Mar 2024, 15:16","13 Mar 2024, 16:26","","Around The World",,"",2,"normal",40,35,,,
"Meh","13 Mar 2024, 15:16","13 Mar 2024, 16:26","","Around The World",,"",3,"normal",40,20,,,
"Meh","13 Mar 2024, 15:16","13 Mar 2024, 16:26","","Triceps Pushdown",,"",0,"normal",52.5,10,,,
"Meh","13 Mar 2024, 15:16","13 Mar 2024, 16:26","","Triceps Pushdown",,"",1,"normal",57.5,10,,,
"Meh","13 Mar 2024, 15:16","13 Mar 2024, 16:26","","Triceps Pushdown",,"",2,"normal",57.5,10,,,
"Meh","13 Mar 2024, 15:16","13 Mar 2024, 16:26","","Triceps Pushdown",,"",3,"normal",57.5,8,,,
"Meh","13 Mar 2024, 15:16","13 Mar 2024, 16:26","","Crunch",,"",0,"normal",,20,,,
"Meh","13 Mar 2024, 15:16","13 Mar 2024, 16:26","","Crunch",,"",1,"normal",,50,,,
"Meh","13 Mar 2024, 15:16","13 Mar 2024, 16:26","","Bent Over Row (Barbell)",,"",0,"normal",80,12,,,
"Meh","13 Mar 2024, 15:16","13 Mar 2024, 16:26","","Bent Over Row (Barbell)",,"",1,"normal",80,12,,,
"Meh","13 Mar 2024, 15:16","13 Mar 2024, 16:26","","Bent Over Row (Barbell)",,"",2,"normal",80,12,,,
"Meh","13 Mar 2024, 15:16","13 Mar 2024, 16:26","","Bent Over Row (Barbell)",,"",3,"normal",80,12,,,
"Day A","11 Mar 2024, 15:26","11 Mar 2024, 16:26","","Elliptical Trainer",,"",0,"normal",,,1.6,360,
"Day A","11 Mar 2024, 15:26","11 Mar 2024, 16:26","","Hack Squat (Machine)",,"",0,"warmup",135,8,,,
"Day A","11 Mar 2024, 15:26","11 Mar 2024, 16:26","","Hack Squat (Machine)",,"",1,"warmup",185,5,,,
"Day A","11 Mar 2024, 15:26","11 Mar 2024, 16:26","","Hack Squat (Machine)",,"",2,"normal",275,4,,,
"Day A","11 Mar 2024, 15:26","11 Mar 2024, 16:26","","Hack Squat (Machine)",,"",3,"normal",275,4,,,
"Day A","11 Mar 2024, 15:26","11 Mar 2024, 16:26","","Hack Squat (Machine)",,"",4,"normal",245,4,,,
"Day A","11 Mar 2024, 15:26","11 Mar 2024, 16:26","","Hack Squat (Machine)",,"",5,"normal",245,4,,,
"Day A","11 Mar 2024, 15:26","11 Mar 2024, 16:26","","Bench Press (Dumbbell)",,"",0,"warmup",40,6,,,
"Day A","11 Mar 2024, 15:26","11 Mar 2024, 16:26","","Bench Press (Dumbbell)",,"",1,"warmup",50,6,,,
"Day A","11 Mar 2024, 15:26","11 Mar 2024, 16:26","","Bench Press (Dumbbell)",,"",2,"normal",60,5,,,
"Day A","11 Mar 2024, 15:26","11 Mar 2024, 16:26","","Bench Press (Dumbbell)",,"",3,"normal",65,5,,,
"Day A","11 Mar 2024, 15:26","11 Mar 2024, 16:26","","Bench Press (Dumbbell)",,"",4,"normal",65,5,,,
"Day A","11 Mar 2024, 15:26","11 Mar 2024, 16:26","","Bench Press (Dumbbell)",,"",5,"normal",65,5,,,
"Day A","11 Mar 2024, 15:26","11 Mar 2024, 16:26","","Romanian Deadlift (Barbell)",,"",0,"normal",100,6,,,
"Day A","11 Mar 2024, 15:26","11 Mar 2024, 16:26","","Romanian Deadlift (Barbell)",,"",1,"normal",100,6,,,
"Day A","11 Mar 2024, 15:26","11 Mar 2024, 16:26","","Pull Up (Assisted)",,"",0,"normal",75,10,,,
"Day A","11 Mar 2024, 15:26","11 Mar 2024, 16:26","","Pull Up (Assisted)",,"",1,"normal",100,8,,,
"Day A","11 Mar 2024, 15:26","11 Mar 2024, 16:26","","Pull Up (Assisted)",,"",2,"normal",100,8,,,
"Squat and arms","9 Mar 2024, 10:50","9 Mar 2024, 12:47","","Treadmill",,"",0,"normal",,,0.25,360,
"Squat and arms","9 Mar 2024, 10:50","9 Mar 2024, 12:47","","Warm Up",,"",0,"normal",,,,300,
"Squat and arms","9 Mar 2024, 10:50","9 Mar 2024, 12:47","","Squat (Barbell)",,"",0,"warmup",135,5,,,
"Squat and arms","9 Mar 2024, 10:50","9 Mar 2024, 12:47","","Squat (Barbell)",,"",1,"warmup",225,4,,,
"Squat and arms","9 Mar 2024, 10:50","9 Mar 2024, 12:47","","Squat (Barbell)",,"",2,"normal",295,2,,,
"Squat and arms","9 Mar 2024, 10:50","9 Mar 2024, 12:47","","Squat (Barbell)",,"",3,"normal",275,3,,,
"Squat and arms","9 Mar 2024, 10:50","9 Mar 2024, 12:47","","Squat (Barbell)",,"",4,"normal",275,3,,,
"Squat and arms","9 Mar 2024, 10:50","9 Mar 2024, 12:47","","Squat (Barbell)",,"",5,"normal",275,4,,,
"Squat and arms","9 Mar 2024, 10:50","9 Mar 2024, 12:47","","Hammer Curl (Dumbbell)",,"",0,"normal",25,12,,,
"Squat and arms","9 Mar 2024, 10:50","9 Mar 2024, 12:47","","Hammer Curl (Dumbbell)",,"",1,"normal",35,8,,,
"Squat and arms","9 Mar 2024, 10:50","9 Mar 2024, 12:47","","Hammer Curl (Dumbbell)",,"",2,"normal",45,5,,,
"Squat and arms","9 Mar 2024, 10:50","9 Mar 2024, 12:47","","Hammer Curl (Dumbbell)",,"",3,"normal",45,6,,,
"Squat and arms","9 Mar 2024, 10:50","9 Mar 2024, 12:47","","Hammer Curl (Dumbbell)",,"",4,"normal",45,6,,,
"Squat and arms","9 Mar 2024, 10:50","9 Mar 2024, 12:47","","Triceps Pushdown",,"",0,"normal",45,10,,,
"Squat and arms","9 Mar 2024, 10:50","9 Mar 2024, 12:47","","Triceps Pushdown",,"",1,"normal",57.5,10,,,
"Squat and arms","9 Mar 2024, 10:50","9 Mar 2024, 12:47","","Triceps Pushdown",,"",2,"normal",57.5,8,,,
"Squat and arms","9 Mar 2024, 10:50","9 Mar 2024, 12:47","","Triceps Pushdown",,"",3,"normal",42.5,8,,,
"Squat and arms","9 Mar 2024, 10:50","9 Mar 2024, 12:47","","Calf Extension (Machine)",,"",0,"normal",225,15,,,
"Squat and arms","9 Mar 2024, 10:50","9 Mar 2024, 12:47","","Calf Extension (Machine)",,"",1,"normal",275,12,,,
"Squat and arms","9 Mar 2024, 10:50","9 Mar 2024, 12:47","","Calf Extension (Machine)",,"",2,"normal",285,12,,,
"Squat and arms","9 Mar 2024, 10:50","9 Mar 2024, 12:47","","Calf Extension (Machine)",,"",3,"normal",285,12,,,
"Squat and arms","9 Mar 2024, 10:50","9 Mar 2024, 12:47","","Bicep Curl (Machine)",,"",0,"failure",85,15,,,
"Squat and arms","9 Mar 2024, 10:50","9 Mar 2024, 12:47","","Bicep Curl (Machine)",,"",1,"failure",85,10,,,
"Squat and arms","9 Mar 2024, 10:50","9 Mar 2024, 12:47","","Bicep Curl (Machine)",,"",2,"failure",85,8,,,
"Squat and arms","9 Mar 2024, 10:50","9 Mar 2024, 12:47","","Elliptical Trainer",,"",0,"normal",,,1.6,900,
"Chest and Shoulders with babe","6 Mar 2024, 14:54","6 Mar 2024, 16:09","","Stretching",,"",0,"normal",,,,300,
"Chest and Shoulders with babe","6 Mar 2024, 14:54","6 Mar 2024, 16:09","","Band Pullaparts",,"",0,"normal",,20,,,
"Chest and Shoulders with babe","6 Mar 2024, 14:54","6 Mar 2024, 16:09","","Band Pullaparts",,"",1,"normal",,20,,,
"Chest and Shoulders with babe","6 Mar 2024, 14:54","6 Mar 2024, 16:09","","Bench Press (Dumbbell)",,"",0,"warmup",40,8,,,
"Chest and Shoulders with babe","6 Mar 2024, 14:54","6 Mar 2024, 16:09","","Bench Press (Dumbbell)",,"",1,"warmup",50,8,,,
"Chest and Shoulders with babe","6 Mar 2024, 14:54","6 Mar 2024, 16:09","","Bench Press (Dumbbell)",,"",2,"normal",60,5,,,
"Chest and Shoulders with babe","6 Mar 2024, 14:54","6 Mar 2024, 16:09","","Bench Press (Dumbbell)",,"",3,"normal",60,6,,,
"Chest and Shoulders with babe","6 Mar 2024, 14:54","6 Mar 2024, 16:09","","Bench Press (Dumbbell)",,"",4,"normal",60,6,,,
"Chest and Shoulders with babe","6 Mar 2024, 14:54","6 Mar 2024, 16:09","","Bench Press (Dumbbell)",,"",5,"normal",60,5,,,
"Chest and Shoulders with babe","6 Mar 2024, 14:54","6 Mar 2024, 16:09","","Bench Press (Dumbbell)",,"",6,"normal",60,3,,,
"Chest and Shoulders with babe","6 Mar 2024, 14:54","6 Mar 2024, 16:09","","Overhead Press (Smith Machine)",,"",0,"normal",95,5,,,
"Chest and Shoulders with babe","6 Mar 2024, 14:54","6 Mar 2024, 16:09","","Overhead Press (Smith Machine)",,"",1,"normal",105,5,,,
"Chest and Shoulders with babe","6 Mar 2024, 14:54","6 Mar 2024, 16:09","","Overhead Press (Smith Machine)",,"",2,"normal",115,5,,,
"Chest and Shoulders with babe","6 Mar 2024, 14:54","6 Mar 2024, 16:09","","Overhead Press (Smith Machine)",,"",3,"normal",125,4,,,
"Chest and Shoulders with babe","6 Mar 2024, 14:54","6 Mar 2024, 16:09","","Incline Bench Press (Barbell)",,"",0,"normal",95,10,,,
"Chest and Shoulders with babe","6 Mar 2024, 14:54","6 Mar 2024, 16:09","","Incline Bench Press (Barbell)",,"",1,"normal",95,9,,,
"Chest and Shoulders with babe","6 Mar 2024, 14:54","6 Mar 2024, 16:09","","Incline Bench Press (Barbell)",,"",2,"normal",85,10,,,
"Chest and Shoulders with babe","6 Mar 2024, 14:54","6 Mar 2024, 16:09","","Front Raise (Dumbbell)",,"",0,"normal",10,12,,,
"Chest and Shoulders with babe","6 Mar 2024, 14:54","6 Mar 2024, 16:09","","Front Raise (Dumbbell)",,"",1,"normal",10,14,,,
"Chest and Shoulders with babe","6 Mar 2024, 14:54","6 Mar 2024, 16:09","","Front Raise (Dumbbell)",,"",2,"failure",10,15,,,
"Chest and Shoulders with babe","6 Mar 2024, 14:54","6 Mar 2024, 16:09","","Chest Fly (Machine)",,"",0,"failure",100,15,,,
"Chest and Shoulders with babe","6 Mar 2024, 14:54","6 Mar 2024, 16:09","","Chest Fly (Machine)",,"",1,"failure",100,7,,,
"Chest and Shoulders with babe","6 Mar 2024, 14:54","6 Mar 2024, 16:09","","Chest Fly (Machine)",,"",2,"failure",85,8,,,
"The sWhole Back","4 Mar 2024, 14:35","4 Mar 2024, 16:05","","Treadmill",,"",0,"normal",,,0.25,360,
"The sWhole Back","4 Mar 2024, 14:35","4 Mar 2024, 16:05","","Stretching",,"",0,"normal",,,,300,
"The sWhole Back","4 Mar 2024, 14:35","4 Mar 2024, 16:05","","Deadlift (Barbell)",,"",0,"warmup",135,5,,,
"The sWhole Back","4 Mar 2024, 14:35","4 Mar 2024, 16:05","","Deadlift (Barbell)",,"",1,"warmup",225,5,,,
"The sWhole Back","4 Mar 2024, 14:35","4 Mar 2024, 16:05","","Deadlift (Barbell)",,"",2,"warmup",275,3,,,
"The sWhole Back","4 Mar 2024, 14:35","4 Mar 2024, 16:05","","Deadlift (Barbell)",,"",3,"normal",320,4,,,
"The sWhole Back","4 Mar 2024, 14:35","4 Mar 2024, 16:05","","Deadlift (Barbell)",,"",4,"normal",325,4,,,
"The sWhole Back","4 Mar 2024, 14:35","4 Mar 2024, 16:05","","Deadlift (Barbell)",,"",5,"normal",325,3,,,
"The sWhole Back","4 Mar 2024, 14:35","4 Mar 2024, 16:05","","Deadlift (Barbell)",,"",6,"normal",325,4,,,
"The sWhole Back","4 Mar 2024, 14:35","4 Mar 2024, 16:05","","Deadlift (Barbell)",,"",7,"normal",325,3,,,
"The sWhole Back","4 Mar 2024, 14:35","4 Mar 2024, 16:05","","Seated Cable Row - Bar Wide Grip",,"",0,"normal",50,12,,,
"The sWhole Back","4 Mar 2024, 14:35","4 Mar 2024, 16:05","","Seated Cable Row - Bar Wide Grip",,"",1,"normal",60,12,,,
"The sWhole Back","4 Mar 2024, 14:35","4 Mar 2024, 16:05","","Seated Cable Row - Bar Wide Grip",,"",2,"normal",60,10,,,
"The sWhole Back","4 Mar 2024, 14:35","4 Mar 2024, 16:05","","Seated Cable Row - Bar Wide Grip",,"",3,"normal",60,10,,,
"The sWhole Back","4 Mar 2024, 14:35","4 Mar 2024, 16:05","","Shrug (Barbell)",,"",0,"normal",135,12,,,
"The sWhole Back","4 Mar 2024, 14:35","4 Mar 2024, 16:05","","Shrug (Barbell)",,"",1,"normal",155,10,,,
"The sWhole Back","4 Mar 2024, 14:35","4 Mar 2024, 16:05","","Shrug (Barbell)",,"",2,"normal",155,10,,,
"The sWhole Back","4 Mar 2024, 14:35","4 Mar 2024, 16:05","","Shrug (Barbell)",,"",3,"normal",155,10,,,
"The sWhole Back","4 Mar 2024, 14:35","4 Mar 2024, 16:05","","Lat Pulldown (Cable)",,"",0,"normal",120,12,,,
"The sWhole Back","4 Mar 2024, 14:35","4 Mar 2024, 16:05","","Lat Pulldown (Cable)",,"",1,"normal",120,10,,,
"The sWhole Back","4 Mar 2024, 14:35","4 Mar 2024, 16:05","","Lat Pulldown (Cable)",,"",2,"normal",120,8,,,
"The sWhole Back","4 Mar 2024, 14:35","4 Mar 2024, 16:05","","Lat Pulldown (Cable)",,"",3,"normal",120,8,,,
"The sWhole Back","4 Mar 2024, 14:35","4 Mar 2024, 16:05","","Lateral Raise (Dumbbell)",0,"",0,"normal",15,10,,,
"The sWhole Back","4 Mar 2024, 14:35","4 Mar 2024, 16:05","","Lateral Raise (Dumbbell)",0,"",1,"normal",15,10,,,
"The sWhole Back","4 Mar 2024, 14:35","4 Mar 2024, 16:05","","Front Raise (Dumbbell)",0,"",0,"normal",15,5,,,
"The sWhole Back","4 Mar 2024, 14:35","4 Mar 2024, 16:05","","Front Raise (Dumbbell)",0,"",1,"normal",10,12,,,
"Part 2","24 Feb 2024, 13:26","24 Feb 2024, 13:46","","Bent Over Row (Barbell)",,"",0,"normal",155,8,,,
"Part 2","24 Feb 2024, 13:26","24 Feb 2024, 13:46","","Bent Over Row (Barbell)",,"",1,"normal",165,8,,,
"Part 2","24 Feb 2024, 13:26","24 Feb 2024, 13:46","","Calf Press (Machine)",,"",0,"normal",225,14,,,
"Part 2","24 Feb 2024, 13:26","24 Feb 2024, 13:46","","Calf Press (Machine)",,"",1,"normal",245,14,,,
"Part 2","24 Feb 2024, 13:26","24 Feb 2024, 13:46","","Calf Press (Machine)",,"",2,"normal",245,12,,,
"Part 2","24 Feb 2024, 13:26","24 Feb 2024, 13:46","","Calf Press (Machine)",,"",3,"normal",245,12,,,
"Part 2","24 Feb 2024, 13:26","24 Feb 2024, 13:46","","Stretching",,"",0,"normal",,,,300,
"Squat PR and Back","24 Feb 2024, 11:56","24 Feb 2024, 13:20","","Spinning",,"",0,"normal",,,,360,
"Squat PR and Back","24 Feb 2024, 11:56","24 Feb 2024, 13:20","","Stretching",,"",0,"normal",,,,300,
"Squat PR and Back","24 Feb 2024, 11:56","24 Feb 2024, 13:20","","Squat (Barbell)",,"",0,"warmup",45,5,,,
"Squat PR and Back","24 Feb 2024, 11:56","24 Feb 2024, 13:20","","Squat (Barbell)",,"",1,"warmup",135,5,,,
"Squat PR and Back","24 Feb 2024, 11:56","24 Feb 2024, 13:20","","Squat (Barbell)",,"",2,"warmup",185,3,,,
"Squat PR and Back","24 Feb 2024, 11:56","24 Feb 2024, 13:20","","Squat (Barbell)",,"",3,"normal",245,2,,,
"Squat PR and Back","24 Feb 2024, 11:56","24 Feb 2024, 13:20","","Squat (Barbell)",,"",4,"normal",275,1,,,
"Squat PR and Back","24 Feb 2024, 11:56","24 Feb 2024, 13:20","","Squat (Barbell)",,"",5,"normal",295,1,,,
"Squat PR and Back","24 Feb 2024, 11:56","24 Feb 2024, 13:20","","Squat (Barbell)",,"",6,"normal",320,1,,,
"Squat PR and Back","24 Feb 2024, 11:56","24 Feb 2024, 13:20","","Lateral Raise (Dumbbell)",,"",0,"normal",15,8,,,
"Squat PR and Back","24 Feb 2024, 11:56","24 Feb 2024, 13:20","","Lateral Raise (Dumbbell)",,"",1,"normal",15,8,,,
"Squat PR and Back","24 Feb 2024, 11:56","24 Feb 2024, 13:20","","Plate Front Raise",,"",0,"normal",10,10,,,
"Squat PR and Back","24 Feb 2024, 11:56","24 Feb 2024, 13:20","","Plate Front Raise",,"",1,"normal",10,10,,,
"Squat PR and Back","24 Feb 2024, 11:56","24 Feb 2024, 13:20","","Overhead Press (Barbell)",,"",0,"normal",95,5,,,
"Squat PR and Back","24 Feb 2024, 11:56","24 Feb 2024, 13:20","","Overhead Press (Barbell)",,"",1,"normal",105,5,,,
"Squat PR and Back","24 Feb 2024, 11:56","24 Feb 2024, 13:20","","Overhead Press (Barbell)",,"",2,"normal",105,5,,,
"Squat PR and Back","24 Feb 2024, 11:56","24 Feb 2024, 13:20","","Overhead Press (Barbell)",,"",3,"normal",105,5,,,
"Squat PR and Back","24 Feb 2024, 11:56","24 Feb 2024, 13:20","","Overhead Press (Barbell)",,"",4,"normal",110,3,,,
"Squat PR and Back","24 Feb 2024, 11:56","24 Feb 2024, 13:20","","Bent Over Row (Barbell)",,"",0,"normal",145,10,,,
"Squat PR and Back","24 Feb 2024, 11:56","24 Feb 2024, 13:20","","Bent Over Row (Barbell)",,"",1,"normal",145,10,,,
"Chest and arm","22 Feb 2024, 15:33","22 Feb 2024, 16:54","","Stretching",,"",0,"normal",,,,60,
"Chest and arm","22 Feb 2024, 15:33","22 Feb 2024, 16:54","","Stretching",,"",1,"normal",,,,60,
"Chest and arm","22 Feb 2024, 15:33","22 Feb 2024, 16:54","","Bench Press (Dumbbell)",,"",0,"warmup",45,10,,,
"Chest and arm","22 Feb 2024, 15:33","22 Feb 2024, 16:54","","Bench Press (Barbell)",,"",0,"normal",135,5,,,
"Chest and arm","22 Feb 2024, 15:33","22 Feb 2024, 16:54","","Bench Press (Barbell)",,"",1,"normal",155,4,,,
"Chest and arm","22 Feb 2024, 15:33","22 Feb 2024, 16:54","","Bench Press (Barbell)",,"",2,"normal",155,4,,,
"Chest and arm","22 Feb 2024, 15:33","22 Feb 2024, 16:54","","Bench Press (Barbell)",,"",3,"normal",155,4,,,
"Chest and arm","22 Feb 2024, 15:33","22 Feb 2024, 16:54","","Bench Press (Barbell)",,"",4,"normal",155,3,,,
"Chest and arm","22 Feb 2024, 15:33","22 Feb 2024, 16:54","","Cross Body Hammer Curl",,"Doing the ""Y"" full range of motion.",0,"normal",35,10,,,
"Chest and arm","22 Feb 2024, 15:33","22 Feb 2024, 16:54","","Cross Body Hammer Curl",,"Doing the ""Y"" full range of motion.",1,"normal",25,10,,,
"Chest and arm","22 Feb 2024, 15:33","22 Feb 2024, 16:54","","Cross Body Hammer Curl",,"Doing the ""Y"" full range of motion.",2,"normal",25,10,,,
"Chest and arm","22 Feb 2024, 15:33","22 Feb 2024, 16:54","","Cross Body Hammer Curl",,"Doing the ""Y"" full range of motion.",3,"normal",25,10,,,
"Chest and arm","22 Feb 2024, 15:33","22 Feb 2024, 16:54","","Incline Bench Press (Barbell)",,"",0,"normal",65,12,,,
"Chest and arm","22 Feb 2024, 15:33","22 Feb 2024, 16:54","","Incline Bench Press (Barbell)",,"",1,"normal",95,10,,,
"Chest and arm","22 Feb 2024, 15:33","22 Feb 2024, 16:54","","Incline Bench Press (Barbell)",,"",2,"normal",115,8,,,
"Chest and arm","22 Feb 2024, 15:33","22 Feb 2024, 16:54","","Incline Bench Press (Barbell)",,"",3,"normal",125,5,,,
"Chest and arm","22 Feb 2024, 15:33","22 Feb 2024, 16:54","","Incline Bench Press (Barbell)",,"",4,"normal",125,6,,,
"Chest and arm","22 Feb 2024, 15:33","22 Feb 2024, 16:54","","Bicep Curl (Machine)",,"",0,"normal",70,16,,,
"Chest and arm","22 Feb 2024, 15:33","22 Feb 2024, 16:54","","Bicep Curl (Machine)",,"",1,"failure",85,10,,,
"Chest and arm","22 Feb 2024, 15:33","22 Feb 2024, 16:54","","Bicep Curl (Machine)",,"",2,"failure",85,8,,,
"Chest and arm","22 Feb 2024, 15:33","22 Feb 2024, 16:54","","Triceps Extension (Machine)",,"",0,"normal",100,15,,,
"Chest and arm","22 Feb 2024, 15:33","22 Feb 2024, 16:54","","Triceps Extension (Machine)",,"",1,"normal",115,15,,,
"Chest and arm","22 Feb 2024, 15:33","22 Feb 2024, 16:54","","Spinning",,"",0,"normal",,,,600,
"Afternoon workout 💪","19 Feb 2024, 11:41","19 Feb 2024, 12:56","","Spinning",,"",0,"normal",,,,480,
"Afternoon workout 💪","19 Feb 2024, 11:41","19 Feb 2024, 12:56","","Stretching",,"",0,"normal",,,,300,
"Afternoon workout 💪","19 Feb 2024, 11:41","19 Feb 2024, 12:56","","Squat (Barbell)",,"",0,"warmup",135,5,,,
"Afternoon workout 💪","19 Feb 2024, 11:41","19 Feb 2024, 12:56","","Squat (Barbell)",,"",1,"normal",185,5,,,
"Afternoon workout 💪","19 Feb 2024, 11:41","19 Feb 2024, 12:56","","Squat (Barbell)",,"",2,"normal",225,8,,,
"Afternoon workout 💪","19 Feb 2024, 11:41","19 Feb 2024, 12:56","","Squat (Barbell)",,"",3,"normal",225,8,,,
"Afternoon workout 💪","19 Feb 2024, 11:41","19 Feb 2024, 12:56","","Glute Kickback (Machine)",,"",0,"normal",115,12,,,
"Afternoon workout 💪","19 Feb 2024, 11:41","19 Feb 2024, 12:56","","Glute Kickback (Machine)",,"",1,"normal",118,10,,,
"Afternoon workout 💪","19 Feb 2024, 11:41","19 Feb 2024, 12:56","","Glute Kickback (Machine)",,"",2,"normal",115,10,,,
"Afternoon workout 💪","19 Feb 2024, 11:41","19 Feb 2024, 12:56","","Hip Abduction (Machine)",0,"",0,"normal",95,12,,,
"Afternoon workout 💪","19 Feb 2024, 11:41","19 Feb 2024, 12:56","","Hip Abduction (Machine)",0,"",1,"normal",120,12,,,
"Afternoon workout 💪","19 Feb 2024, 11:41","19 Feb 2024, 12:56","","Hip Abduction (Machine)",0,"",2,"normal",135,12,,,
"Afternoon workout 💪","19 Feb 2024, 11:41","19 Feb 2024, 12:56","","Hip Adduction (Machine)",0,"",0,"normal",75,10,,,
"Afternoon workout 💪","19 Feb 2024, 11:41","19 Feb 2024, 12:56","","Hip Adduction (Machine)",0,"",1,"normal",75,10,,,
"Afternoon workout 💪","19 Feb 2024, 11:41","19 Feb 2024, 12:56","","Hip Adduction (Machine)",0,"",2,"normal",75,12,,,
"Afternoon workout 💪","19 Feb 2024, 11:41","19 Feb 2024, 12:56","","Calf Press (Machine)",,"",0,"normal",140,12,,,
"Afternoon workout 💪","19 Feb 2024, 11:41","19 Feb 2024, 12:56","","Calf Press (Machine)",,"",1,"normal",180,16,,,
"Afternoon workout 💪","19 Feb 2024, 11:41","19 Feb 2024, 12:56","","Calf Press (Machine)",,"",2,"failure",180,20,,,
"Afternoon workout 💪","19 Feb 2024, 11:41","19 Feb 2024, 12:56","","Bicep Curl (Cable)",,"",0,"normal",50,10,,,
"Afternoon workout 💪","19 Feb 2024, 11:41","19 Feb 2024, 12:56","","Bicep Curl (Cable)",,"",1,"normal",65,18,,,
"Afternoon workout 💪","19 Feb 2024, 11:41","19 Feb 2024, 12:56","","Elliptical Trainer",,"",0,"normal",,,1.6,1200,
"Deadlift PR Fail w/Wife :|","16 Feb 2024, 16:12","16 Feb 2024, 17:25","","Romanian Deadlift (Barbell)",,"",0,"warmup",45,5,,,
"Deadlift PR Fail w/Wife :|","16 Feb 2024, 16:12","16 Feb 2024, 17:25","","Romanian Deadlift (Barbell)",,"",1,"warmup",45,5,,,
"Deadlift PR Fail w/Wife :|","16 Feb 2024, 16:12","16 Feb 2024, 17:25","","Deadlift (Barbell)",,"",0,"warmup",135,5,,,
"Deadlift PR Fail w/Wife :|","16 Feb 2024, 16:12","16 Feb 2024, 17:25","","Deadlift (Barbell)",,"",1,"warmup",185,5,,,
"Deadlift PR Fail w/Wife :|","16 Feb 2024, 16:12","16 Feb 2024, 17:25","","Deadlift (Barbell)",,"",2,"normal",275,8,,,
"Deadlift PR Fail w/Wife :|","16 Feb 2024, 16:12","16 Feb 2024, 17:25","","Deadlift (Barbell)",,"",3,"normal",315,2,,,
"Deadlift PR Fail w/Wife :|","16 Feb 2024, 16:12","16 Feb 2024, 17:25","","Deadlift (Barbell)",,"",4,"normal",355,1,,,
"Deadlift PR Fail w/Wife :|","16 Feb 2024, 16:12","16 Feb 2024, 17:25","","Deadlift (Barbell)",,"",5,"normal",335,1,,,
"Deadlift PR Fail w/Wife :|","16 Feb 2024, 16:12","16 Feb 2024, 17:25","","Lat Pulldown (Cable)",,"",0,"warmup",45,10,,,
"Deadlift PR Fail w/Wife :|","16 Feb 2024, 16:12","16 Feb 2024, 17:25","","Lat Pulldown (Cable)",,"",1,"normal",70,9,,,
"Deadlift PR Fail w/Wife :|","16 Feb 2024, 16:12","16 Feb 2024, 17:25","","Lat Pulldown (Cable)",,"",2,"normal",60,10,,,
"Deadlift PR Fail w/Wife :|","16 Feb 2024, 16:12","16 Feb 2024, 17:25","","Lat Pulldown (Cable)",,"",3,"normal",60,10,,,
"Deadlift PR Fail w/Wife :|","16 Feb 2024, 16:12","16 Feb 2024, 17:25","","Front Raise (Dumbbell)",,"",0,"normal",10,12,,,
